 Series|ISBN|ISBN 13|Primary Author|Author on Cover|Title|Subtitle|Original Language|Binding|Discount Type|Published Price|UK Price|Europe Price|Series|Page Count|Illustration Details|Format|Pub Year|BISAC|Territory|BISAC 1|BISAC 2|BISAC 3
216|0674995899|9780674995895|Cicero, |Cicero|Letters to Friends, Volume II|Letters 114-280|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|none|4-1/4 x 6-3/8|2001|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
217|0674992393|9780674992399|Procopius, |Procopius|History of the Wars, Volume V|Books 7.36-8. (Gothic War)|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|Index|4-1/4 x 6-3/8|1928|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
218|0674992407|9780674992405|Epictetus, |Epictetus|Discourses, Books 3-4. Fragments. The Encheiridion||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|576|Index|4-1/4 x 6-3/8|1928|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
219|0674992415|9780674992412|Oppian, ,Colluthus, ,Tryphiodorus, |Oppian, Colluthus, and Tryphiodorus|Oppian, Colluthus, and Tryphiodorus||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|720|Zoological catalogue, indexes|4-1/4 x 6-3/8|1928|HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|LIT004190|
220|0674992423|9780674992429|Lucan, |Lucan|The Civil War (Pharsalia)||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|656|Index|4-1/4 x 6-3/8|1928|HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|LIT004190|
221|0674992431|9780674992436|Cicero, |Cicero|The Verrine Orations, Volume I|Against Caecilius. Against Verres, Part 1; Part 2, Books 1-2|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|Index|4-1/4 x 6-3/8|1928|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
222|0674992458|9780674992450|Plutarch, |Plutarch|Moralia, Volume II|How to Profit by One's Enemies. On Having Many Friends. Chance. Virtue and Vice. Letter of Condolence to Apollonius. Advice About Keeping Well. Advice to Bride and Groom. The Dinner of the Seven Wise Men. Superstition|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|Index|4-1/4 x 6-3/8|1928|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
223|0674992466|9780674992467|Strabo, |Strabo|Geography, Volume VI|Books 13-14|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|416|1 map, index|4-1/4 x 6-3/8|1929|HISTORY / Historical Geography,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS052000|HIS002010|LIT004190
224|0674996240|9780674996243|Athenaeus, |Athenaeus|The Learned Banqueters, Volume III: Books 6-7||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|Index|4-1/4 x 6-3/8|2008|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
225|0674996038|9780674996038|Theophrastus, ,Herodas, ,Sophron, |Theophrastus, Herodas, and Sophron|Characters. Herodas: Mimes. Sophron and Other Mime Fragments||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|432|none|4-1/4 x 6-3/8|2003|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
226|0674992490|9780674992498|Philo, |Philo|On the Creation. Allegorical Interpretation of Genesis 2 and 3||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|none|4-1/4 x 6-3/8|1929|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
227|0674992504|9780674992504|Philo, |Philo|On the Cherubim. The Sacrifices of Abel and Cain. The Worse Attacks the Better. On the Posterity and Exile of Cain. On the Giants||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|none|4-1/4 x 6-3/8|1929|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
228|0674992512|9780674992511|Aristotle, |Aristotle|Physics, Volume I|Books 1-4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|none|4-1/4 x 6-3/8|1957|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
229|0674992520|9780674992528|Isocrates, |Isocrates|On the Peace. Areopagiticus. Against the Sophists. Antidosis. Panathenaicus||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|none|4-1/4 x 6-3/8|1929|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece|World|LIT004190|HIS002010|
230|0674995902|9780674995901|Cicero, |Cicero|Letters to Friends, Volume III|Letters 281-435|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|3 maps, index|4-1/4 x 6-3/8|2001|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
231|0674992547|9780674992542|Florus, |Florus|Epitome of Roman History||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|Index|4-1/4 x 6-3/8|1929|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
232|0674992555|9780674992559|Ovid, |Ovid|Art of Love. Cosmetics. Remedies for Love. Ibis. Walnut-tree. Sea Fishing. Consolation||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|Indexes|4-1/4 x 6-3/8|1929|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
233|0674996941|9780674996946|Livy, |Livy|History of Rome, Volume V|Books 21–22|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496||4-1/4 x 6-3/8|2019|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
234|0674992571|9780674992573|Plato, |Plato|Timaeus. Critias. Cleitophon. Menexenus. Epistles||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|656|Index|4-1/4 x 6-3/8|1929|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
235|0674996267|9780674996267|Athenaeus, |Athenaeus|The Learned Banqueters, Volume IV: Books 8-10.420e||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Index|4-1/4 x 6-3/8|2008|LITERARY CRITICISM / Ancient & Classical,HISTORY / Ancient / Greece|World|LIT004190|HIS002010|
236|0674992601|9780674992603|Arrian, |Arrian|Anabasis of Alexander, Volume I|Books 1-4|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640||4-1/4 x 6-3/8|1976|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
237|067499650X|9780674996502|Plato, |Plato|Republic, Volume I|Books 1-5|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|656||4-1/4 x 6-3/8|2013|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
238|0674992636|9780674992634|Demosthenes, |Demosthenes|Orations, Volume I|Orations 1-17 and 20: Olynthiacs 1-3. Philippic 1. On the Peace. Philippic 2. On Halonnesus. On the Chersonese. Philippics 3 and 4. Answer to Philip's Letter. Philip's Letter. On Organization. On the Navy-boards. For the Liberty of the Rhodians. For the P|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|640|Index|4-1/4 x 6-3/8|1930|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
239|0674992644|9780674992641|Augustine, |Augustine|Select Letters||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|Index|4-1/4 x 6-3/8|1930|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
240|0674992652|9780674992658|Cicero, |Cicero|Pro Quinctio. Pro Roscio Amerino. Pro Roscio Comoedo. On the Agrarian Law||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Index|4-1/4 x 6-3/8|1930|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
241|0674992660|9780674992665|Strabo, |Strabo|Geography, Volume VII|Books 15-16|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|400|1 map, index|4-1/4 x 6-3/8|1930|HISTORY / Historical Geography,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS052000|HIS002010|LIT004190
242|0674995759|9780674995758|Josephus, |Josephus|Jewish Antiquities, Volume I|Books 1-3|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|none|4-1/4 x 6-3/8|1930|HISTORY / Ancient / Rome,HISTORY / Jewish,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|HIS022000|LIT004190
243|0674992687|9780674992689|Basil, |Basil|Letters, Volume III: Letters 186-248||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Index|4-1/4 x 6-3/8|1930|HISTORY / Ancient / Greece,RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|REL015000|LIT004190
244|0674992695|9780674992696|Lysias, |Lysias|Lysias||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|736|Index|4-1/4 x 6-3/8|1930|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
245|0674992709|9780674992702|Plutarch, |Plutarch|Moralia, Volume III|Sayings of Kings and Commanders. Sayings of Romans. Sayings of Spartans. The Ancient Customs of the Spartans. Sayings of Spartan Women. Bravery of Women|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|608|Index|4-1/4 x 6-3/8|1931|HISTORY / Ancient / Greece,PHILOSOPHY / Ethics & Moral Philosophy,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|PHI005000|LIT004190
246|0674992717|9780674992719|Bede, |Bede|Ecclesiastical History, Volume I|Books 1-3|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|1 map|4-1/4 x 6-3/8|1930|RELIGION / Christianity / History,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|REL015000|HIS002020|LIT004190
247|0674992725|9780674992726|Philo, |Philo|On the Unchangeableness of God. On Husbandry. Concerning Noah's Work As a Planter. On Drunkenness. On Sobriety||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|none|4-1/4 x 6-3/8|1930|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
248|0674992733|9780674992733|Bede, |Bede|Ecclesiastical History, Volume II|Books 4-5. Lives of the Abbots. Letter to Egbert|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|Index|4-1/4 x 6-3/8|1930|RELIGION / Christianity / History,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|REL015000|HIS002020|LIT004190
249|0674992741|9780674992740|Tacitus, |Tacitus|Histories|Books 4-5. Annals: Books 1-3|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|656|3 maps|4-1/4 x 6-3/8|1931|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
250|0674992768|9780674992764|Tertullian, ,Minucius Felix, |Tertullian and Minucius Felix|Apology. De Spectaculis. Minucius Felix: Octavius||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Index|4-1/4 x 6-3/8|1931|HISTORY / Ancient / Rome,RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|REL015000|LIT004190
251|0674992776|9780674992771|Vitruvius, |Vitruvius|On Architecture, Volume I|Books 1-5|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|368|7 line illustrations, 1 halftone, 1 musical example, index|4-1/4 x 6-3/8|1931|LITERARY CRITICISM / Ancient & Classical,ARCHITECTURE / General,ARCHITECTURE / Vernacular|World|LIT004190|ARC000000|ARC025000
252|0674992784|9780674992788|Cicero, |Cicero|Pro Milone. In Pisonem. Pro Scauro. Pro Fonteio. Pro Rabirio Postumo. Pro Marcello. Pro Ligario. Pro Rege Deiotaro||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|Index|4-1/4 x 6-3/8|1931|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
253|0674992792|9780674992795|Ovid, |Ovid|Fasti||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|496|Index|4-1/4 x 6-3/8|1931|LITERARY CRITICISM / Ancient & Classical|World|LIT004190||
254|0674992806|9780674992801|Seneca, |Seneca|Moral Essays, Volume II|De Consolatione ad Marciam. De Vita Beata. De Otio. De Tranquillitate Animi. De Brevitate Vitae. De Consolatione ad Polybium. De Consolatione ad Helviam|Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Index|4-1/4 x 6-3/8|1932|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
255|0674992814|9780674992818|Aristotle, |Aristotle|Physics, Volume II|Books 5-8|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|464|Index|4-1/4 x 6-3/8|1934|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
256|0674992822|9780674992825|Philostratus the Elder, ,Philostratus the Younger, ,Callistratus, |Philostratus the Elder, Philostratus the Younger, and Callistratus|Philostratus the Elder, Imagines. Philostratus the Younger, Imagines. Callistratus, Descriptions||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|8 halftones, 29 line illustrations|4-1/4 x 6-3/8|1931|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,ART / History / Ancient & Classical|World|HIS002010|LIT004190|ART015060
257|0674992830|9780674992832|Dio Chrysostom, |Dio Chrysostom|Discourses 1-11||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|Index|4-1/4 x 6-3/8|1932|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
258|0674995821|9780674995826|Tyrtaeus, ,Solon, ,Theognis, ,Mimnermus, |Tyrtaeus, Solon, Theognis, Mimnermus; edited and translated by Douglas E. Gerber|Greek Elegiac Poetry|From the Seventh to the Fifth Centuries BC|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|none|4-1/4 x 6-3/8|1999|POETRY / Anthologies (multiple authors),LITERARY CRITICISM / Ancient & Classical|World|POE001000|LIT004190|
259|0674995813|9780674995819|Archilochus, ,Semonides, ,Hipponax, |Archilochus, Semonides, and Hipponax; edited and translated by Douglas E. Gerber|Greek Iambic Poetry|From the Seventh to the Fifth Centuries BC|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|none|4-1/4 x 6-3/8|1999|LITERARY CRITICISM / Ancient & Classical,LITERARY CRITICISM / Poetry,POETRY / Ancient & Classical|World|LIT004190|LIT014000|POE008000
260|067499986X|9780674999862|Plautus, |Plautus|The Little Carthaginian. Pseudolus. The Rope||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592||4-1/4 x 6-3/8|2012|DRAMA / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|DRA006000|LIT004190|
261|0674992873|9780674992870|Philo, |Philo|On the Confusion of Tongues. On the Migration of Abraham. Who Is the Heir of Divine Things? On Mating with the Preliminary Studies||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|592|none|4-1/4 x 6-3/8|1932|LITERARY CRITICISM / Ancient & Classical,RELIGION / Judaism / History,RELIGION / Christianity / History,HISTORY / Ancient / General|World|LIT004190|REL040030|REL015000
262|0674992881|9780674992887|Jerome, |Jerome|Select Letters||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|Index|4-1/4 x 6-3/8|1933|HISTORY / Ancient / Rome,RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|REL015000|LIT004190
263|0674992903|9780674992900||David Magie|Historia Augusta, Volume III: The Two Valerians. The Two Gallieni. The Thirty Pretenders. The Deified Claudius. The Deified Aurelian. Tacitus. Probus. Firmus, Saturninus, Proculus and Bonosus. Carus, Carinus and Numerian||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|544|Index|4-1/4 x 6-3/8|1932|HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|HIS002020|LIT004190|
264|0674992911|9780674992917|Aristotle, |Aristotle|Politics||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|720|Indexes|4-1/4 x 6-3/8|1932|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
265|0674992938|9780674992931|Eusebius, |Eusebius|Ecclesiastical History, Volume II|Books 6-10|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512|Index|4-1/4 x 6-3/8|1932|RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical|World|REL015000|LIT004190|
266|0674992946|9780674992948||A. S. Hunt|Select Papyri, Volume I: Private Documents||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Indexes|4-1/4 x 6-3/8|1932|HISTORY / Ancient / General,LITERARY CRITICISM / Ancient & Classical|World|HIS002000|LIT004190|
267|0674992954|9780674992955|Strabo, |Strabo|Geography, Volume VIII|Book 17. General Index|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|528|3 maps on 2 inserts and 1 mock insert|4-1/4 x 6-3/8|1932|HISTORY / Historical Geography,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS052000|HIS002010|LIT004190
268|0674992962|9780674992962|Cicero, |Cicero|On the Nature of the Gods. Academics||Latin|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|688|Indexes|4-1/4 x 6-3/8|1933|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Rome,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002020|LIT004190
269|0674992970|9780674992979|Arrian, |Arrian|Anabasis of Alexander, Volume II|Books 5-7. Indica|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|608|Indexes|4-1/4 x 6-3/8|1983|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
270|0674992989|9780674992986|Basil, |Basil|Letters, Volume IV: Letters 249-368. On Greek Literature||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|480|Indexes|4-1/4 x 6-3/8|1934|HISTORY / Ancient / Greece,RELIGION / Christianity / History,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|REL015000|LIT004190
271|0674992997|9780674992993|Aristotle, |Aristotle|Metaphysics, Volume I|Books 1-9|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|512||4-1/4 x 6-3/8|1933|PHILOSOPHY / History & Surveys / Ancient & Classical,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|LIT004190|
272|0674993004|9780674993006|Pausanias, |Pausanias|Description of Greece, Volume III|Books 6-8.21 (Elis 2, Achaia, Arcadia)|Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|448|none|4-1/4 x 6-3/8|1933|HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|HIS002010|LIT004190|
273|0674993012|9780674993013|Sextus Empiricus, |Sextus Empiricus|Outlines of Pyrrhonism||Greek, Ancient (to 1453)|Hardback|Loeb|$28,00|£19,95|€25,00|Loeb Classical Library|560|none|4-1/4 x 6-3/8|1933|PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical|World|PHI002000|HIS002010|LIT004190
